Date,Workload sum, Scheduled Hours (Sum) , Planned Absences(Sum) , Unplanned Absences (Sum) , Unpaid Absences (Sum) ,Max Temp (�C),Max Temp Flag,Min Temp (�C),Min Temp Flag,Mean Temp (�C),Mean Temp Flag,Heat Deg Days (�C),Heat Deg Days Flag,Cool Deg Days (�C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2/10/2023,33309,7040.68,1222.02,448.19,178.49,10.5,0,3.6,0,7.1,0,10.9,0,0,0,0.2,0,0,0,0.2,0,0,0,18,0,44,0
2/11/2023,13,2740.75,586.22,183.51,31.37,7.8,0,1.1,0,4.5,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2023,4,5072.5,1177.74,353.87,120.9,6.6,0,4.1,0,5.4,0,12.6,0,0,0,3.5,0,0,0,3.5,0,0,0,8,0,32,0
2/13/2023,61021,8150.76,1386.31,521.49,159.52,8.3,0,1.2,0,4.8,0,13.2,0,0,0,0.3,0,0,0,0.3,0,0,0,29,0,79,0
2/14/2023,42655,9425.36,1600.09,630.83,259.5,6.4,0,0.5,0,3.5,0,14.5,0,0,0,0,0,0,0,0,0,0,0,28,0,71,0
2/15/2023,34461,8903,1372.08,599.12,210.09,6.4,0,-1.4,0,2.5,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2023,31560,8900.08,1384.29,616.82,169.61,6.2,0,2.3,0,4.3,0,13.7,0,0,0,2.3,0,0,0,2.3,0,0,0,7,0,32,0
2/17/2023,29914,7001.88,1335.92,487.56,221.77,6.6,0,2.2,0,4.4,0,13.6,0,0,0,4.8,0,0,0,4.8,0,0,0,0,0,0,0
2/18/2023,4,2732.75,622.3,170.69,46,8.2,0,4,0,6.1,0,11.9,0,0,0,1.1,0,0,0,1.1,0,0,0,30,0,36,0
2/19/2023,0,5023.3,1240.17,313.47,156.66,9.2,0,4.2,0,6.7,0,11.3,0,0,0,0.2,0,0,0,0.2,0,0,0,19,0,31,0
2/20/2023,60869,8046.82,1843.08,551.37,229.57,9.4,0,5.7,0,7.6,0,10.4,0,0,0,2.9,0,0,0,2.9,0,0,0,29,0,65,0
2/21/2023,35238,9467.59,1617.28,609.25,284.3,8,0,1.9,0,5,0,13,0,0,0,0.4,0,0,0,0.4,0,0,0,29,0,51,0
2/22/2023,34526,8890.53,1574.05,549.76,212.65,2.9,0,-2.3,0,0.3,0,17.7,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0
2/23/2023,33039,8835.1,1776.62,551.83,208.33,2.2,0,-4.4,0,-1.1,0,19.1,0,0,0,0,0,0,0,0,0,0,0,11,0,42,0
2/24/2023,31657,7005.77,1522.27,415.37,149.45,0.2,0,-7.9,0,-3.9,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,5,2734.52,671.97,192.5,105.91,2,0,-4.4,0,-1.2,0,19.2,0,0,0,2,0,4,0,6,0,0,0,7,0,33,0
2/26/2023,0,4903.46,1706.25,355.09,243.25,6.1,0,0.2,0,3.2,0,14.8,0,0,0,0.2,0,6.7,0,6.9,0,9,0,28,0,60,0
2/27/2023,63592,8116.2,1625.1,605.49,277.61,3.7,0,0.1,0,1.9,0,16.1,0,0,0,1,0,2.3,0,3.3,0,2,0,12,0,31,0
2/28/2023,31876,9439.77,2259.61,683.52,428.26,3.7,0,0,0,1.9,0,16.1,0,0,0,2.2,0,12.6,0,14.8,0,1,0,0,0,0,0
3/1/2023,62951,8901.4,1546.03,598.06,330.65,5.4,0,-0.9,0,2.3,0,15.7,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0
3/2/2023,40638,8872.62,1543.23,601.08,276.73,8.6,0,2.6,0,5.6,0,12.4,0,0,0,2.6,0,0,0,2.6,0,0,0,28,0,51,0
3/3/2023,35122,7007.02,1430.91,465.99,268.78,6.8,0,1.8,0,4.3,0,13.7,0,0,0,3,0,0,0,3,0,0,0,19,0,40,0
3/4/2023,61,2613.03,533.71,178.45,84.25,5.9,0,1.5,0,3.7,0,14.3,0,0,0,4.2,0,0.3,0,4.5,0,0,0,11,0,42,0
3/5/2023,10,4888.08,1044.71,316.81,210.29,9.1,0,1.5,0,5.3,0,12.7,0,0,0,0,0,0,0,0,0,0,0,12,0,35,0
3/6/2023,62181,8054.62,1511.06,526.78,225.32,10.3,0,2.8,0,6.6,0,11.4,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
3/7/2023,40521,9414.83,1674.71,608.98,241.75,9.1,0,3.9,0,6.5,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2023,39209,8920.52,1616.74,549.3,296.95,10.5,0,-0.9,0,4.8,0,13.2,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0
3/9/2023,35486,8928.1,1710.51,579.71,298.62,10.8,0,2.4,0,6.6,0,11.4,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
3/10/2023,37661,7023.25,1531.82,457.93,198.4,8.6,0,2,0,5.3,0,12.7,0,0,0,0,0,0,0,0,0,0,0,12,0,32,0
3/11/2023,2,2677,612.56,177.73,74.62,8.7,0,3.2,0,6,0,12,0,0,0,2.4,0,0,0,2.4,0,0,0,13,0,32,0
3/12/2023,1,4893.18,1239.61,306.76,179.24,9.9,0,2.4,0,6.2,0,11.8,0,0,0,4.9,0,0,0,4.9,0,0,0,10,0,47,0
3/13/2023,59863,8031.87,1820.33,512.4,227.91,10.3,0,4.5,0,7.4,0,10.6,0,0,0,7.3,0,0,0,7.3,0,0,0,25,0,48,0
3/14/2023,38474,9421.72,2023.98,569.96,230.11,10.1,0,1.6,0,5.9,0,12.1,0,0,0,0,0,0,0,0,0,0,0,13,0,40,0
3/15/2023,36608,8897.19,2019.65,571.23,182.5,9.3,0,1.2,0,5.3,0,12.7,0,0,0,0.8,0,0,0,0.8,0,0,0,0,0,0,0
3/16/2023,28017,8864.07,2222.91,569.27,249.85,8.5,0,-1.5,0,3.5,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2023,28854,6977.27,1969.98,436.23,264.92,9.9,0,-0.4,0,4.8,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2023,9,2622.52,643.97,194.73,75.38,13,0,2.7,0,7.9,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/2023,1,4880.35,1365.1,320.19,226.45,11.2,0,2.4,0,6.8,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2023,54550,7906.78,2033.19,463.98,227.8,11,0,6.3,0,8.7,0,9.3,0,0,0,4.2,0,0,0,4.2,0,0,0,0,0,0,0
3/21/2023,36162,9309.05,2321.75,546.78,303.11,11.5,0,5.7,0,8.6,0,9.4,0,0,0,0,0,0,0,0,0,0,0,30,0,31,0
3/22/2023,37297,8798.52,2253.1,549.14,273.62,12.3,0,0.6,0,6.5,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/2023,34127,8768.32,2292.44,517.22,271.08,9.8,0,6,0,7.9,0,10.1,0,0,0,0.2,0,0,0,0.2,0,0,0,14,0,41,0
3/24/2023,30802,6931.75,2195.67,391.74,182.8,9,0,2.3,0,5.7,0,12.3,0,0,0,0.3,0,0,0,0.3,0,0,0,25,0,32,0
3/25/2023,3,2612.5,882,202.62,94.56,7.7,0,1.3,0,4.5,0,13.5,0,0,0,2.9,0,0,0,2.9,0,0,0,28,0,36,0
3/26/2023,2,4879.03,984.77,312.16,247.85,9.2,0,0,0,4.6,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,56713,7866.78,1205.74,465.22,171.59,10.5,0,1.3,0,5.9,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,39270,9307.8,1281.77,551.21,239.73,16.7,0,0.3,0,8.5,0,9.5,0,0,0,0,0,0,0,0,0,0,0,11,0,54,0
3/29/2023,37824,8756.5,1415.32,537.28,174.65,12.7,0,2.2,0,7.5,0,10.5,0,0,0,0,0,0,0,0,0,0,0,30,0,33,0
3/30/2023,29510,8701.63,1467.49,492.85,203.27,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,10,0,31,0
3/31/2023,32712,6890.45,1197.27,416.58,243.04,7.6,0,5.5,0,6.6,0,11.4,0,0,0,4,0,0,0,4,0,0,0,16,0,46,0
4/1/2023,5,2704,452.65,184.2,62.71,10.7,0,2.9,0,6.8,0,11.2,0,0,0,0,0,0,0,0,0,0,0,23,0,36,0
4/2/2023,2,4900.6,753.67,310.73,136.56,0,1,0,1,0,1,0,1,0,1,7.7,0,0.4,0,8.1,0,0,0,0,1,0,1
4/3/2023,59410,7896.17,1178.28,467.24,161.67,8.7,0,0.8,0,4.8,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/4/2023,36072,9354.67,1350.85,501.75,255.6,10.7,0,1.7,0,6.2,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2023,35479,8759.06,1346.71,507.98,200.36,10.9,0,0.8,0,5.9,0,12.1,0,0,0,0,0,0,0,0,0,0,0,13,0,36,0
4/6/2023,31260,8423.32,1537.19,450.92,283.62,10.9,0,6.7,0,8.8,0,9.2,0,0,0,9.9,0,0,0,9.9,0,0,0,9,0,48,0
4/7/2023,1,16,0,0,0,14,0,8.5,0,11.3,0,6.7,0,0,0,5.2,0,0,0,5.2,0,0,0,20,0,44,0
4/8/2023,6,2310.47,928,172.15,80.95,9.5,0,7.2,0,8.4,0,9.6,0,0,0,4.4,0,0,0,4.4,0,0,0,12,0,51,0
4/9/2023,0,0,0,0,0,11.6,0,7,0,9.3,0,8.7,0,0,0,9.1,0,0,0,9.1,0,0,0,12,0,59,0
4/10/2023,3180,1442.75,236.75,120.04,57.75,10.6,0,4.8,0,7.7,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/2023,72808,7747.2,1224.75,460.86,190.39,10.9,0,5.1,0,8,0,10,0,0,0,6.2,0,0,0,6.2,0,0,0,20,0,44,0
4/12/2023,34528,8669.15,1336.62,489.85,183.75,11.2,0,-0.8,0,5.2,0,12.8,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
4/13/2023,40439,8693.53,1425.43,505.02,237.31,10.3,0,3.9,0,7.1,0,10.9,0,0,0,0,0,0,0,0,0,0,0,23,0,31,0
4/14/2023,37364,6883.3,1199.95,402.58,247.5,11.2,0,0.9,0,6.1,0,11.9,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0
4/15/2023,8,2617.66,564.5,155.38,58.49,11.1,0,6,0,8.6,0,9.4,0,0,0,5,0,0,0,5,0,0,0,12,0,41,0
4/16/2023,1,4909.3,721.25,308.24,198.6,11.4,0,5.6,0,8.5,0,9.5,0,0,0,9.9,0,0,0,9.9,0,0,0,19,0,49,0
4/17/2023,66488,7879.31,920.58,499.61,214.9,9.6,0,2.7,0,6.2,0,11.8,0,0,0,1.9,0,0,0,1.9,0,0,0,9,0,56,0
4/18/2023,43390,9310.6,1003.39,573.6,252.48,9.9,0,5,0,7.5,0,10.5,0,0,0,0.9,0,0,0,0.9,0,0,0,15,0,53,0
4/19/2023,40899,8789.51,914.53,567.44,203.95,10.9,0,5,0,8,0,10,0,0,0,2.8,0,0,0,2.8,0,0,0,14,0,42,0
4/20/2023,33243,8752.65,968.96,547.32,323.83,9.6,0,4,0,6.8,0,11.2,0,0,0,17.9,0,0,0,17.9,0,0,0,11,0,67,0
4/21/2023,32197,6919.77,910.06,418.18,268.8,11.1,0,5.2,0,8.2,0,9.8,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
4/22/2023,7,2605.77,424.27,156.67,107,11.7,0,7.1,0,9.4,0,8.6,0,0,0,7.4,0,0,0,7.4,0,0,0,9,0,31,0
4/23/2023,0,4839.45,646.58,362.7,310.09,11.5,0,8.1,0,9.8,0,8.2,0,0,0,8.7,0,0,0,8.7,0,0,0,17,0,40,0
4/24/2023,62764,7892.52,1022.71,561.43,263.83,12.7,0,3.8,0,8.3,0,9.7,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
4/25/2023,41420,9272.6,985.81,638.48,274.54,14.3,0,6.6,0,10.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,21,0,42,0
4/26/2023,40652,8806.14,1026.34,572.67,273.93,14.6,0,7.9,0,11.3,0,6.7,0,0,0,1.4,0,0,0,1.4,0,0,0,0,0,0,0
4/27/2023,32277,8782.77,1043.32,576.21,328.78,14.8,0,4.7,0,9.8,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2023,32581,6954.29,1013.68,483.8,284.78,17,0,5.6,0,11.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2023,0,2641.02,480.47,173.13,134.78,22.8,0,7.7,0,15.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0,13,0,37,0
4/30/2023,1,4872.83,629.75,343.4,184.19,14.8,0,9.8,0,12.3,0,5.7,0,0,0,0,0,0,0,0,0,0,0,12,0,32,0
5/1/2023,60345,7899.24,717.38,565.8,358.77,14.3,0,8.2,0,11.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,29,0,44,0
5/2/2023,38046,9248.52,971.83,561.39,396.32,16.9,0,9.2,0,13.1,0,4.9,0,0,0,0,0,0,0,0,0,0,0,31,0,36,0
5/3/2023,32544,8788.35,881.42,466.42,414.45,18.7,0,11.4,0,15.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,11,0,45,0
5/4/2023,30441,8742.57,888.39,501.93,449.08,19.1,0,11.7,0,15.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,11,0,48,0
5/5/2023,30617,6926.69,793.75,418.12,346.11,12.4,0,9.8,0,11.1,0,6.9,0,0,0,15.6,0,0,0,15.6,0,0,0,11,0,50,0
5/6/2023,3,2633.75,343.3,170.27,204.07,13.6,0,8.5,0,11.1,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/2023,0,4816,620.17,296.51,130.41,16,0,7.2,0,11.6,0,6.4,0,0,0,0,0,0,0,0,0,0,0,19,0,42,0
5/8/2023,62779,7864.5,819.26,551.57,217.43,15.2,0,5.1,0,10.2,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,40687,9283.96,988.47,597,297.21,16.8,0,8.4,0,12.6,0,5.4,0,0,0,0,0,0,0,0,0,0,0,20,0,33,0
5/10/2023,32413,8815,1036.7,513.87,286.56,18.3,0,7,0,12.7,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,28742,8759.15,1113.54,501.37,266.78,20.8,0,9.1,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,32444,6941.53,1060.37,389.92,251.1,23.1,0,7.6,0,15.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2023,5,2634.77,415.17,149.98,133.97,21.9,0,9.8,0,15.9,0,2.1,0,0,0,0,0,0,0,0,0,0,0,30,0,36,0
5/14/2023,0,4807.75,973.66,336.88,266.28,23.7,0,11.1,0,17.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,30,0,36,0
5/15/2023,57540,7873.23,1145.96,425.04,375.18,24.6,0,12.4,0,18.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,32,0,37,0
5/16/2023,36921,9260.17,1176.55,460.66,290.12,20.9,0,15.1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,60,0
5/17/2023,32403,8764.77,1179.23,419.84,277.29,21.8,0,12.1,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/2023,29678,8755.92,1194.71,423.02,236.17,25.4,0,14.2,0,19.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,11,0,32,0
5/19/2023,33322,6930.32,1184.12,331.31,269.99,22.2,0,11.9,0,17.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2023,12,2632.77,487.5,147.18,165.2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5/21/2023,0,4526.75,1106.97,287.66,272.26,19.1,0,11.3,0,15.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,11,0,38,0
5/22/2023,175,256,48,9.58,32,0,1,0,1,0,1,0,1,0,1,0.5,0,0,0,0.5,0,0,0,28,0,41,0
5/23/2023,63514,7712.72,1378.97,389.35,253.47,15,0,9.6,0,12.3,0,5.7,0,0,0,0,0,0,0,0,0,0,0,23,0,33,0
5/24/2023,36502,8414.5,1530.5,452.22,263.98,18.4,0,9.9,0,14.2,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2023,35932,8717.18,1504.57,403.16,240.6,20.8,0,9.6,0,15.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2023,34124,6878.05,1309.59,324.29,241.24,21.9,0,11.3,0,16.6,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/2023,3,2620.75,533,124.17,121.31,19.8,0,13.8,0,16.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0
5/28/2023,7,4765.35,712.74,290.94,169.15,19.2,0,11.5,0,15.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,19,0,41,0
5/29/2023,62251,7908.07,1058.63,405.36,258.03,20.1,0,10.1,0,15.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,19,0,34,0
5/30/2023,39288,9304.19,1081.91,514.49,302.16,17.1,0,10.2,0,13.7,0,4.3,0,0,0,0,0,0,0,0,0,0,0,21,0,34,0
5/31/2023,34343,8807.52,1091.75,467.79,239.7,17.9,0,9.4,0,13.7,0,4.3,0,0,0,0,0,0,0,0,0,0,0,26,0,32,0
6/1/2023,29400,8736.87,1249.2,475.01,352.53,18.3,0,9,0,13.7,0,4.3,0,0,0,0,0,0,0,0,0,0,0,19,0,31,0
6/2/2023,31314,6952.35,939.18,467.83,264.16,21.8,0,9,0,15.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,19,0,36,0
6/3/2023,9,2621.03,433.6,182.89,101.98,22.5,0,9.4,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,41,0
6/4/2023,5,4796,772.25,276.08,231.23,20.1,0,13.3,0,16.7,0,1.3,0,0,0,0,0,0,0,0,0,0,0,29,0,47,0
6/5/2023,59101,7900.17,999.65,487.22,283.43,19.3,0,12,0,15.7,0,2.3,0,0,0,0,0,0,0,0,0,0,0,29,0,59,0
6/6/2023,39358,9303.87,1034.14,472.56,280.71,21.7,0,13.2,0,17.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,30,0,48,0
6/7/2023,30539,8779.75,1085.05,480.72,247.58,25.7,0,12.4,0,19.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2023,30200,8723.83,1177.78,459.35,271.44,22.9,0,12.1,0,17.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,12,0,38,0
6/9/2023,34197,6917.05,946.16,434.76,307.19,17.3,0,11.6,0,14.5,0,3.5,0,0,0,5.7,0,0,0,5.7,0,0,0,9,0,39,0
6/10/2023,9,2636.5,468.5,204.1,144.98,14.6,0,11.4,0,13,0,5,0,0,0,8.9,0,0,0,8.9,0,0,0,0,0,0,0
6/11/2023,0,4792.5,801.11,257.33,260.31,19.9,0,11.4,0,15.7,0,2.3,0,0,0,0,0,0,0,0,0,0,0,29,0,40,0
6/12/2023,58330,7823.07,1076.64,427.31,276.33,21.7,0,13.1,0,17.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,29,0,38,0
6/13/2023,35991,9250.31,998.4,521.41,310.13,19.2,0,13.4,0,16.3,0,1.7,0,0,0,0.9,0,0,0,0.9,0,0,0,28,0,54,0
6/14/2023,33712,8747.33,1055.93,463.71,292.56,17,0,11.5,0,14.3,0,3.7,0,0,0,0,0,0,0,0,0,0,0,27,0,57,0
6/15/2023,30596,8680.85,1173.93,477.81,325.88,21,0,10.9,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,41,0
6/16/2023,32492,6890.02,1037.09,465.52,286.8,21.2,0,13.1,0,17.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,11,0,32,0
6/17/2023,14,2621.75,506.75,212.09,111.94,18.9,0,11.9,0,15.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,9,0,36,0
6/18/2023,2,4782.75,940.42,329.33,256.75,16.1,0,9.2,0,12.7,0,5.3,0,0,0,0,0,0,0,0,0,0,0,7,0,36,0
6/19/2023,59326,7829.77,1039.3,442.87,264.25,13.8,0,10.4,0,12.1,0,5.9,0,0,0,4.4,0,0,0,4.4,0,0,0,0,0,0,0
6/20/2023,35426,9244.28,1057.81,470.69,347.87,16.1,0,10.8,0,13.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2023,31124,8744.25,1145.39,466.43,276.19,19.6,0,12.2,0,15.9,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2023,28126,8682.03,1460.83,485.98,370.59,21.8,0,10.8,0,16.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/2023,30019,6846.3,1189.78,398.62,309.52,25.2,0,11.7,0,18.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,11,0,33,0
6/24/2023,6,2617.5,662.28,163.92,144.72,19.9,0,13.4,0,16.7,0,1.3,0,0,0,0,0,0,0,0,0,0,0,9,0,46,0
6/25/2023,3,4815,1103.75,354.53,388.08,21.8,0,10.6,0,16.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2023,51692,7821,1570.19,462.1,318.86,23.8,0,12,0,17.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,20,0,38,0
6/27/2023,35343,9273.8,1785.41,530.64,349.51,22.5,0,12.5,0,17.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,20,0,42,0
6/28/2023,30048,8726.5,1985.18,549.52,314.85,25.1,0,13.7,0,19.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,20,0,42,0
6/29/2023,26218,8654.82,2186.23,568.79,388.42,24.4,0,14.3,0,19.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2023,26859,6845.75,1921.6,476.54,372.82,22,0,13.3,0,17.7,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2023,0,0,0,0,0,22.4,0,11.9,0,17.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,28,0,46,0
7/2/2023,2,1824,504,134.32,8,21.9,0,14.7,0,18.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,29,0,54,0
7/3/2023,105,4069,954.25,282.31,27.22,21.8,0,15,0,18.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,30,0,43,0
7/4/2023,59457,9195.8,1998.05,517.91,37.65,25,0,15.6,0,20.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,30,0,42,0
7/5/2023,34742,8710.02,1687.14,542.38,19.94,25.5,0,14.9,0,20.2,0,0,0,2.2,0,0,0,0,0,0,0,0,0,30,0,31,0
7/6/2023,32918,8638.25,1875.33,469.21,22.57,26.3,0,14.5,0,20.4,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2023,29046,6850.05,1469.45,404.13,12.99,22.8,0,14.5,0,18.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,11,0,32,0
7/8/2023,5,2609.5,616.84,194.89,0.07,22.2,0,14.1,0,18.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,11,0,33,0
7/9/2023,0,4784,1071.98,361.85,16.5,24,0,13.6,0,18.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,19,0,39,0
7/10/2023,56643,7711.8,1596.56,524.19,11.96,20.3,0,13.5,0,16.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,10,0,42,0
7/11/2023,34841,9227.03,1704.87,609.62,45.84,22.7,0,13.6,0,18.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,13,0,39,0
7/12/2023,37390,8678.5,1618.15,530.97,36.36,24,0,14.3,0,19.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2023,29632,8583.58,1696.88,622.08,38.47,23.4,0,13.5,0,18.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,20,0,34,0
7/14/2023,32812,6808.76,1539.85,434.6,18.62,25.1,0,13.4,0,19.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,24,0,36,0
7/15/2023,13,2633.5,664.75,225.41,30.45,29.2,0,14.4,0,21.8,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2023,0,4760,1190.25,344.52,10.96,26.9,0,13.3,0,20.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,19,0,39,0
7/17/2023,49954,7717.55,1589.99,454.41,19.5,24.7,0,16.5,0,20.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,19,0,32,0
7/18/2023,36650,9190.07,1794.67,605.04,71.29,22.8,0,12.8,0,17.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2023,37277,8652.5,1771.38,538.87,34.11,26.3,0,13.9,0,20.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2023,34020,8586.58,1747.21,563.39,40.19,28.8,0,16,0,22.4,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2023,31728,6815.05,1524.88,563.42,58,25.2,0,15.2,0,20.2,0,0,0,2.2,0,0,0,0,0,0,0,0,0,11,0,32,0
7/22/2023,9,2585.5,676.58,248.2,24.7,26,0,14.6,0,20.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,18,0,36,0
7/23/2023,1,4735.5,1151.72,374.9,33.29,23.8,0,14.5,0,19.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,19,0,32,0
7/24/2023,54518,7724.28,1569.66,507.81,32.39,19.4,0,14.2,0,16.8,0,1.2,0,0,0,18.8,0,0,0,18.8,0,0,0,7,0,33,0
7/25/2023,35774,9161.04,1633.75,651.94,64.96,21.4,0,12.4,0,16.9,0,1.1,0,0,0,1.7,0,0,0,1.7,0,0,0,13,0,39,0
7/26/2023,34271,8615.52,1494.45,613.22,30.72,21.7,0,13,0,17.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2023,29488,8548.58,1549.53,618.77,36.81,22.4,0,14,0,18.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2023,33372,6745.03,1445.53,508.43,90.52,23.6,0,13.8,0,18.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,20,0,36,0
7/29/2023,5,2571.25,721.26,244.12,32.37,23.5,0,15.3,0,19.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,14,0,40,0
7/30/2023,4,4763.07,1071.93,370.37,78.85,23.7,0,13.2,0,18.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2023,53934,7686.78,1569.74,530.87,98.15,22.9,0,12.7,0,17.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,20,0,31,0
